"KAISHA_CD","SEIKYUSHO_NO","SEIKYUSHO_STATUS_KBN","RYOKININ_NAIYO","SEIKYUSHO_SHORUI_NM","SEIKYUSHO_SOFUSAKI_YUBIN_NO","SEIKYUSHO_SOFUSAKI_JUSHO_1","SEIKYUSHO_SOFUSAKI_JUSHO_2","SEIKYUSHO_SOFUSAKI_JUSHO_3","SEIKYUSHO_SOFUSAKI_JUSHO_4","SEIKYUSHO_ATENA_NM_1","SEIKYUSHO_ATENA_NM_2","SEIKYUSHO_ATENA_NM_3","SEIKYUSHO_ATENA_NM_4","SEIKYUSHO_ATENA_NM_5","SEIKYUSHO_SOFUSAKI_KEISHO_KBN","SOFUSAKI_TORIHIKISAKI_CD","SOFUSAKI_TORIHIKISAKI_BUSHO_CD","SOFUSAKI_TAISHOSAKI_CD","SEIKYUSHO_INJI_OKYAKUSAMA_NO","SIKYSH_SFSK_YBN_NO_BARCODE","SIKYSH_INJ_JSH_TRHKSK_SISHK_NM","SEIKYU_KANRI_JIGYOSHO_NM","SEIKYU_KANRI_JIGYOSHO_YUBIN_NO","SEIKYU_KANRI_JIGYOSHO_JUSHO_1","SEIKYU_KANRI_JIGYOSHO_JUSHO_2","SEIKYU_KANRI_JIGYOSHO_JUSHO_3","SEIKYU_KANRI_JIGYOSHO_JUSHO_4","SEIKYU_KANRI_JIGYOSHO_DENWA_NO","SEIKYU_KANRI_JIGYOSHO_CD","SIKY_KNR_JGYSH_TNT_SHIN_NM","SEIKYUSHO_HAKKO_KEMMEI","SIKYSK_TRHKSKI_SISHK_NM_1","SIKYSK_TRHKSKI_SISHK_NM_2","SEIKYUSAKI_KEISHO_KBN","SEIKYUSAKI_TORIHIKISAKI_CD","SEIKYUSHO_CMNT_1","SEIKYUSHO_CMNT_2","SEIKYUSHO_CMNT_3","SEIKYUSHO_CMNT_4","TOKUSOKUJO_CMNT","NYUKIN_YOTEIBI_HYOJI_NAIYO_KBN","NYUKIN_YOTEI_YMD","ZENKAI_SEIKYU_AMT","ZENKAI_NYUKIN_AMT","RUIKEI_SEIKYU_AMT","GOKEI_ZEINUKI_SEIKYU_AMT","GOKEI_SHOHIZEI_AMT","GOKEI_ZEIKOMI_SEIKYU_AMT","KOKYAKU_SHIHARAI_HOHO_KBN","SHIHARAI_HOHO_ANNAI_JIKO","NYUKIN_JIGYOSHO_CD","JISHA_KOZA_CD","SHIHARAISAKI_KINYU_KIKAN_NM","SHHRISK_KNY_KKN_SHTN_NM","SHIHARAISAKI_KOZA_SHUBETSU_KBN","SHIHARAISAKI_KOZA_NO","FRKMSK_KZ_MIGNN_KN_NM","YUCHO_GINKO_KIGO_NO","SEIKYUSHO_SAKUSEI_YMD","INJI_JIGYOSHO_YUBIN_NO","INJI_JIGYOSHO_JUSHO_1","INJI_JIGYOSHO_JUSHO_2","INJI_JIGYOSHO_JUSHO_3","INJI_JIGYOSHO_JUSHO_4","INJI_JIGYOSHO_DENWA_NO","INJI_JIGYOSHO_NM","INJI_JIGYOSHO_SHISHACHO_NM","INEI_GAZO_ID","INEI_NM","SEIKYUSHO_SHOSHIKI_KBN","SEIKYUSHO_HAKKO_JIGYOSHO_CD","SEIKYUSHO_HAKKO_YOTEI_YMD","SEIKYUSHO_HASSO_HOHO_KBN","SEIKYUSHO_HAKKO_HOHO_KBN","SEIKYUSHO_TEMPU_SHORUI_KBN","SIKYSH_TMP_FILE_SHKBTS_KEY","SEIKYUSHO_TEMPU_FILE_NM","RYOSHUSHO_HAKKO_KIIN_KBN","SIKYSH_SIHKKJ_HZK_INJAR_FLG","SAIHAKKO_MONGON_INJIARI_FLG","SEIKYUSHO_SAIHAKKO_RIYU","SEIKYUSHO_HAKKO_YMD","SEIKYUSHO_INSATSU_YMD","SHITEI_SEIKYUSHO_INSATSU_YMD","SEIKYUSHO_TORIKESHI_YMD","SEIKYUSHO_TORIKESHI_RIYU","HKEHKK_IRIJ_HSS_HH_KBN","HIKAEHAKKO_YOTEI_YMD","HIKAEINSATSU_STATUS_KBN","HIKAEINSATSU_YMD","SHTI_SIKYSH_HKE_INSTS_YMD","SEIKYUSHO_HAKKOJI_SHIJI_JIKO","SEIKYUSAKIBETSU_TEMPLATE_SN","SEIKYUSHO_HAKKO_YOTEI_YM","SEIKYUSHO_GROUP_NO","SEIKYUSHO_TEMPLATE_NM","EIGYOGAI_SHUEKI_SEIKYU_JOHO_NO","NINI_SEIKYUSHO_SEIKYUSHO_NO","DAIHYO_SEIKYUSHO_TEKIYO","DAIHYO_SEIKYUSHO_BIKO","SEIKYUSHO_PAGESU","GYOSHA_TOROKU_NO","SHITEI_SEIKYUSHO_SHOSHIKI_NM","SHITEI_SEIKYUSHO_SHOSHIKI_CD","SIKYSH_HKK_ICHRN_SHTSRYKZM_FLG","ALSOK_HYOJUN_MEISAI_PAGESU","SIKYSH_TMP_SHRI_HKKZM_FLG","SIKYSH_TMP_SHRIHKE_HKKZM_FLG","MELTEC_SEIKYU_TAISHO_YM","INEI_SYSTEM_OINYO_FLG","ALSOK_SHSHK_SIKYSH_DF_FLG","KOKOKU_GAZO_ID","KOKOKU_GAZO_KBN","ZANDAKA_HYOJI_FLG","SHOHIZEI_KEISAN_TANI_KBN","SEIKYUSHO_SAKUSEI_YMD_INJI_FLG","SIKYSH_SHHRIB_INJ_MK_FLG","DAIHYO_JUCHU_KEIYAKU_NO","DAIHYO_JUCHU_KEIYAKU_HENKO_NO","TAIRYU_SAIKEN_SHORI_KIGEN_YMD","TAIRYU_SAIKEN_ID","TOKUSOKUJO_ID","SAISHO_TAIRYU_TSUKISU","SAIDAI_TAIRYU_TSUKISU","TAIRYU_RIYU_TOROKU_KIGEN_YMD","SAIKEN_KANRI_STATUS_KBN","SAIKEN_KANRI_STATUS_KOSHIN_YMD","TIRY_SIKN_TNTSH_TSCHZM_FLG","CTTBY_TIR_SIKN_TNTS_TCZM_FLG","TIRY_SIKN_TNTSH_TSCH_YMD","SEIKYUSHO_FILE_SHIKIBETSU_KEY","ALSOK_HJN_MISIS_FILE_SKBT_KEY","SIKYSH_SIHKKJ_MTSIKYSH_NO","TEGATA_FUWATARIZUMI_FLG","SHINSEI_SHONIN_NO","REGST_TMSTMP","REGSTR_CO_CD","REGSTR_SOSHIKI_CD","REGSTR_EMP_NO","REGST_GAMEN_ID","REGST_PGM_ID","UPD_TMSTMP","UPDTR_CO_CD","UPDTR_SOSHIKI_CD","UPDTR_EMP_NO","UPD_GAMEN_ID","UPD_PGM_ID"
"10000","20220221013467","06",,,,,,,,,,,,,"2","000758866","0001",,"000758866-00010",,,,,,,,,,"001004",,,,,"3","000758866",,,,,,,2022/03/22,-18700,0,0,17000,1700,18700,"10",,"001030",,,,,,,,2022/02/21,,,,,,,,,"00001",,"2","001610",2022/02/21,"0","1","4",,,"1","1","0",,2022/02/21,2022/02/22,,2022/03/02,"取＊",,,,,,,"00010","202203","001",,,,,,1,,,,"1",,"0","0",,"1","0","0001","1","0","2","1","0","026505442000000","000009",,,,,,,,,"0","0",,"/data/sales/njd_profit/download/EPSN00101_10000_20220221013467_202202210635.pdf",,,"0",,2022/02/21 1:43:42.160,"10000","S001","99999999",,"EBSN01040101J04_01Processor",2022/03/02 17:01:55.524,"10000","001018","774350","ELSN01040301S01","ESNZZ04SeikyushoTorikeshiUpdateImpl"
